event_id,name,url,start_time,start_date,end_time,end_date,duration,venue_name,venue_address,city,longitude,latitude,summary,is_online_event,tickets_url,tags,categoria,data_source,image,age_range,min_age,max_age,interior
12700546,Cuentacuentos en inglés:A world of magic,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4ea9822df145910VgnVCM2000001f4a900aRCRD,18:00,2025-05-10,,2025-05-10,,Centro Cultural Alfredo Kraus (Fuencarral - El Pardo),GLORIETA PRADERA DE VAQUERIZAS 9,Madrid,-3.7216054330053647,40.49082275610172,A cargo de la academia de inglés Kids&amp;amp;Us.  Edad recomendada de 3 a 7 años.,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4ea9822df145910VgnVCM2000001f4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,3-7,3.0,7.0,False
12762245,Cuentacuentos teatralizado con pictogramas: 'Cosquillas en el corazón',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e49e3af1ecc66910VgnVCM2000001f4a900aRCRD,12:00,2025-05-25,,2025-05-25,,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),CALLE MIRA EL RIO 4,Madrid,-3.7779055687726535,40.519673311658686,"Cía. Gallinero de Micaela. Cuentos sobre el amor, que tiene un valor incalculable... es entregar a cambio de no pedir, algo que sentimos 'sin querer'. Edad recomendada: de 3 a 8 años.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e49e3af1ecc66910VgnVCM2000001f4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,3-8,3.0,8.0,False
12753996,Cuentos con amor por un mundo mejor,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d40468e9b336910VgnVCM1000001d4a900aRCRD,12:00,2025-05-11,,2025-05-11,,Biblioteca Pública Municipal Ángel González (Latina),CALLE GRANJA DE TORREHERMOSA 1,Madrid,-3.766488547484156,40.39707462511591,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.  Este cuento está pensado para niñas y niños  a partir de 3 años.  Recuerda que las niñas y niños deberán ir acompañados por una persona adulta.Para asisitir hay que recoger invitación en el mostrador a partir del lunes anterior, con dos tandas de reparto: 18 entradas dobles a partir de las 08:30 horas.  18 entradas dobles a partir de las 17 horas.    Te esperamos en la biblioteca para pasar un buen rato lleno de fantasía, de la mano de  Yoana Siri.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d40468e9b336910VgnVCM1000001d4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,+3,3.0,14.0,False
12753984,Cuentos de animalitos y animalotes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=14ed468e9b336910VgnVCM1000001d4a900aRCRD,18:00,2025-05-08,,2025-05-08,,Biblioteca Pública Municipal Benito Pérez Galdós (Centro),CALLE CONDE DUQUE 9,Madrid,-3.7105999955473625,40.42738668300474,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.   Este cuento está pensado para niñas y niños  a partir de 2 años.  Recuerda que las niñas y niños deberán ir acompañados por una persona adulta.  Entrada libre hasta completar aforo.      Te esperamos en la biblioteca para pasar un buen rato lleno de fantasía, de la mano de Nelson Calderón.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=14ed468e9b336910VgnVCM1000001d4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,+2,2.0,14.0,False
12765986,Cuentos mágicos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1c1894b983686910VgnVCM1000001d4a900aRCRD,18:30,2025-05-30,,2025-05-30,,Centro Cultural Federico Chueca (Hortaleza),CALLE BENITA AVILA 23,Madrid,-3.650585652034587,40.465513265035874,"Compañía Elástica. A partir de 3 años. Hoy es un día especial, hoy tocan cuentos mágicos, tan pero tan mágicos que aparece un juego de magia en cada cuento del espectáculo. Llevado a cabo por Mandarina, un payaso dulce y entrañable que narrará cuentos muy interactivos y que transmiten valores humanos como la igualdad, la tolerancia y el respeto.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1c1894b983686910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+3,3.0,14.0,False
12706844,Dabadabadá,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5392047fc5065910VgnVCM1000001d4a900aRCRD,18:30,2025-05-16,,2025-05-16,,Centro Cultural Federico Chueca (Hortaleza),CALLE BENITA AVILA 23,Madrid,-3.650585652034587,40.465513265035874,"Compañía Carlos Lemos. A partir de 3 años. ¿Cuántas frases mágicas sabes? Diviértete disfrutando de los números de magia más divertidos con las palabras mágicas más extrañas. Podrás sorprenderte o quedarte mudo, porque la magia es algo natural, que sucede delante de tus ojos y que incluso papás y mamás también están bajo ese extraño influjo de la magia.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5392047fc5065910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+3,3.0,14.0,False
12763646,Desafíos globales que definirán nuestro futuro: la UE en la encrucijada,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=50232ce8b3086910VgnVCM2000001f4a900aRCRD,19:00,2025-05-06,,2025-05-06,,Centro Cultural Zazuar (Villa de Vallecas),,Madrid,-3.60624904964931,40.38300385366615,"A cargo de D. Miguel Ángel Muñoz Martínez, Director General de Relaciones Internacionales. Conferencia Unión Europea. Duración: 60 minutos. A partir de 14 años Reflexión acerca de los retos globales que afrontamos en la tan incierta actualidad que vivimos; especial mención a aquellos que afectan especialmente a Europa, y posibles vías para que Europa pueda enfrentarse a ellos en una mejor posición.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=50232ce8b3086910VgnVCM2000001f4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,+14,14.0,14.0,False
12766084,Desmontando la zarzuela,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2a094b983686910VgnVCM1000001d4a900aRCRD,12:00,2025-05-11,,2025-05-11,,Centro Cultural Hortaleza,CALLE SANTA VIRGILIA 15,Madrid,-3.6420497457238,40.47682410775741,"Diverlírica.  A partir de 3 años.  Acabada una representación, el público aplaude, o no; los críticos alaban la labor, o no; los amigos y familiares de los artistas se enorgullecen de ellos…, o no. Pero, ¿cuántos de ellos conocen la cantidad de oficios, la cantidad de profesionales que hacen posible un evento artístico? Desmontando la Zarzuela, nos enseña en clave didáctica y con humor, todos los intríngulis de la producción teatral.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2a094b983686910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+3,3.0,14.0,False
12724464,Detective botánico,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1a59711763a5910VgnVCM2000001f4a900aRCRD,11:30,2025-06-29,,2025-06-29,,Centro de Información y Educación Ambiental de Casa de Campo,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,Madrid,-3.7309390858931137,40.41789950036311,"Con esta actividad se darán a conocer algunas de las especies arbóreas más emblemáticas del entorno del Lago y aprenderemos a usar de manera sencilla una guía botánica diseñada para tal fin. Se alternará la parte práctica, con juegos y dinámicas de grupo. Taller dirigido a familias con menores a partir de 7 años.  Duración estimada: de 11:30 a 13:00 horas.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1a59711763a5910VgnVCM2000001f4a900aRCRD,Familias,Ocio,ayuntamiento madrid,,+7,7.0,14.0,False
12758177,DisneMagical,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d2203a1c2d56910VgnVCM1000001d4a900aRCRD,12:00,2025-05-24,,2025-05-24,,Centro Cultural Orcasur (Usera),PLAZA PUEBLO 2,Madrid,-3.70113521931168,40.366772166148415,"Compañía: La Tomasa Teatro.  Edad recomendada: mayores de 3 años.     Duración: 60 minutos  Sinopsis: es la noche del baile que la reina ha organizado para su hijo; cenicienta acude gracias a que el príncipe quiere conocer a todas las muchas del reino, princesas y plebeyas. Pero cuando se conocen, una extraña magia hace que el príncipe desaparezca delante de todos... Cenicienta se adentra en un camino donde se encontrará con ‘Gustaf’, su ratón de confianza, El Hada Madrina, Peter Pan y Tino.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d2203a1c2d56910VgnVCM1000001d4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,3,3.0,3.0,False
12764923,El Dragón de los deseos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f221f8dd5186910VgnVCM1000001d4a900aRCRD,12:00,2025-05-24,,2025-05-24,,Centro Cultural el Torito (Moratalaz),AVENIDA MORATALAZ 130,Madrid,-3.646521482592748,40.40610655994401,"Dirección: Chris Appelhans.     Género: Animación.     Sinopsis: Din, un estudiante universitario de clase trabajadora con grandes sueños y pocos medios, y Long, un dragón cínico y todopoderoso capaz de conceder deseos, se embarcan en una divertida historia a través de la moderna Shangai en busca de la amiga perdida de la infancia de Din, Lina. Su viaje les obliga a responder algunas de las grandes preguntas de la vida, porque cuando puedes desear cualquier cosa, tienes que decidir lo que realmente importa.     Edad recomendada: a partir de 8 años.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f221f8dd5186910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+8,8.0,14.0,False
12765744,El dragón Nabú,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3de1234abc586910VgnVCM1000001d4a900aRCRD,18:00,2025-05-11,,2025-05-11,,Centro Cultural Carril del Conde (Hortaleza),CALLE CARRIL DEL CONDE 57,Madrid,-3.654366821391548,40.46089499555313,"Animathor. A partir de 3 años. Cuento presentado en forma de guiñol de marionetas, en el que los personajes de goma espuma salen del teatrillo para convertirse en personajes de carne y hueso. Es una obra infantil en la que hay que ayudar a un pequeño dragón a regresar a su planeta. En el desarrollo del espectáculo los/as niños/as pasan a ser integrantes del mismo, colaborando con la niña y el Dragón a buscar y superar las pruebas.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3de1234abc586910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+3,3.0,14.0,False
12757034,El enfermo imaginario,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b09f045d2c756910VgnVCM2000001f4a900aRCRD,12:00,2025-05-25,,2025-05-25,,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),CALLE ALIAGA 5,Madrid,-3.6113517282299217,40.4366557020283,"Cía. Vidas de Alambre   Recomendada a partir de 6 años   En nuestra particular versión de esta clásica comedia de Molière ponemos a Antonia, la criada, en el centro de la acción. Ella no solo participa en la historia, sino que la conduce como titiritera. Con títeres de gran formato, Antonia da vida a los personajes, desentraña las situaciones y las resuelve con astucia e ingenio. En esta obra el humor, la sátira, el drama y la ternura cobran vida a través de personajes caricaturescos mostrando pasiones y debilidades presentes en todos nosotros.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b09f045d2c756910VgnVCM2000001f4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+6,6.0,14.0,False
12765390,El fantasma de la pera,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f277ebf1b3386910VgnVCM1000001d4a900aRCRD,12:00,2025-05-27,,2025-05-27,,Centro Cultural Quinta del Berro - Rafael Altamira (Salamanca),CALLE ENRIQUE D'ALMONTE 1,Madrid,-3.6629608041639368,40.42206923419431,"Compañía:. Marimba Marionetas (Especial San Isidro). Sinopsis: En el pueblo en el que vive Pepita, todos están convencidos de que existe el Fantasma de la Pera, y que vive en el Bosque Encantado. Pepita está decidida a averiguar si existe. A pesar de que todos le dicen que no logrará encontrarlo. -Eres una niña, eres pequeña y tienes miedo -le dicen. En compañía de su amigo Isidro, descubrirá que en el Bosque Encantado puede haber seres maravillosos, pero ... ¿existe el Fantasma de la Pera? ¿Una niña llena de sueños e ilusiones logrará encontrarlo? Recomendado Mayores 12 años. Gratuito.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f277ebf1b3386910VgnVCM1000001d4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,12,12.0,12.0,False
12764893,El Monstruo marino,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9ec11f8dd5186910VgnVCM1000001d4a900aRCRD,12:00,2025-05-10,,2025-05-10,,Centro Cultural el Torito (Moratalaz),AVENIDA MORATALAZ 130,Madrid,-3.646521482592748,40.40610655994401,Dirección: Chris Williams.  Género: Animación.  Sinopsis: Una niña intrépida y un famoso cazador de monstruos marinos unen sus fuerzas para encontrar a una poderosa bestia.      Edad recomendada: a partir de 6 años,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9ec11f8dd5186910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+6,6.0,14.0,False
12766093,El payaso musical,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=75d194b983686910VgnVCM1000001d4a900aRCRD,12:00,2025-05-18,,2025-05-18,,Centro Cultural Hortaleza,CALLE SANTA VIRGILIA 15,Madrid,-3.6420497457238,40.47682410775741,"Bang Bang Producciones. A partir de 3 años. Un director de orquesta sin músicos, que busca la ayuda del público presente para que le ayuden a realizar el concierto. Entre bailes, canciones e improvisaciones, peques y grandes reirán y participarán activamente en el desarrollo y el disfrute del espectáculo.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=75d194b983686910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+3,3.0,14.0,False
12749713,El pirata Serafín,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cf1019e695416910VgnVCM1000001d4a900aRCRD,12:00,2025-05-04,,2025-05-04,,Centro Cultural Hortaleza,CALLE SANTA VIRGILIA 15,Madrid,-3.6420497457238,40.47682410775741,"Compañía Rafathor.  A partir de 3 años.  Una ola gigante acaba de arrastrar hasta nosotros a un simpático pirata y algunos restos del naufragio. A pesar de la tempestad, al pirata sólo le importa encontrar su querido cofre, en el están las claves de los cuentos del mar que nos narra Serafín, acompañado de sus marionetas: 'Josefina, la sardina'; 'Pepe, la ostra'; 'Ramón, el pulpo' y 'El Ratón, Empollón'.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cf1019e695416910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+3,3.0,14.0,False
12762519,El príncipe que quería ser rey,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd602d8dae976910VgnVCM1000001d4a900aRCRD,18:00,2025-05-30,,2025-05-30,,Centro Cultural Zazuar (Villa de Vallecas),,Madrid,-3.60624904964931,40.38300385366615,"Compañía. Iberoamericana  Duración: 60 minutos  Edad recomendada: De 4 a 10 años  Sinopsis: La historia trata sobre un príncipe que cumple años y quiere ser rey a toda costa, pero no encuentra su corona en la habitación ni en el castillo. Es caprichoso y su padre, el Rey, le manda a buscar su regalo prometido, pero está fuera del castillo, en algún lugar del mundo. Durante el viaje encontrará animales y formas de vida que le enseñarán lecciones y aprenderá a tratar con respeto el mundo y sus animales.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd602d8dae976910VgnVCM1000001d4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,4-10,4.0,10.0,False
12753988,En el bosque,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=acfe468e9b336910VgnVCM1000001d4a900aRCRD,18:00,2025-05-08,,2025-05-08,,Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas),AVENIDA GLORIETAS 19,Madrid,-3.66025460649054,40.3735856436473,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.   Este cuento está pensado para niñas y niños   a partir de 2 años.  Recuerda que las niñas y niños deberán ir acompañados por una persona adulta.  Entrada libre hasta completar aforo.      Te esperamos en la biblioteca para pasar un buen rato lleno de fantasía, de la mano de la cuentera Aurora Maroto.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=acfe468e9b336910VgnVCM1000001d4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,+2,2.0,14.0,False
12757549,En la trinchera,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=79e018dc4a956910VgnVCM2000001f4a900aRCRD,19:00,2025-05-09,,2025-05-09,,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),AVENIDA SEPTIMA 11,Madrid,-3.598099871155595,40.44844757572015,"Compañía: Túnguele Teatro   Edad recomendada a partir de 12 años  'En la trinchera' es una obra de teatro que refleja la cantidad de aristas que tiene el teatro y, concretamente, la comedia. Con esta obra Túnguele quiere demostrar, además, la libertad creativa de una compañía que ha mostrado que toca todo tipo de géneros y códigos teatrales. Muchas han sido las influencias que han ayudado a que vuele más lejos la imaginación y capacidad artística, pero es la propia creatividad de Túnguele la más y mejor fuente de invención artística y teatral. Este espectáculo es una locura teatral llena de clown, humor, absurdo y disparate… sin embargo, tiene coherencia, mensaje, literatura y profundidad. Si quieres reír, vas a reír, pero si quieres dejarte invadir por la reflexión, lo vas a hacer… y mucho.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=79e018dc4a956910VgnVCM2000001f4a900aRCRD,Familias,Ocio,ayuntamiento madrid,,+12,12.0,14.0,False
12758156,Érase casi una vez,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eaa003a1c2d56910VgnVCM1000001d4a900aRCRD,12:00,2025-05-10,,2025-05-10,,Centro Cultural Orcasur (Usera),PLAZA PUEBLO 2,Madrid,-3.70113521931168,40.366772166148415,Compañía: Asociación teatral terra teatro.  Edad recomendada: mayores de 5 años.   Duración: 60 minutos.  Sinopsis: el príncipe Teador y la Princesa Agora nos contarán historias muy divertidas dónde los valores y la amistad siempre están presentes.,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eaa003a1c2d56910VgnVCM1000001d4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,5,5.0,5.0,False
12762244,"Espectáculo con magia, malabares y clown: 'Emi Mc-Clown, el payaso más mago y el mago más payaso'",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec7e3af1ecc66910VgnVCM2000001f4a900aRCRD,12:00,2025-05-11,,2025-05-11,,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),CALLE MIRA EL RIO 4,Madrid,-3.7779055687726535,40.519673311658686,¿Has conocido alguna vez al Payaso más Mago y al Mago más Payaso? ¡Pues Emi Mc-clown lo es! Edad recomendada: desde 5 años.,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec7e3af1ecc66910VgnVCM2000001f4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,5,5.0,5.0,False
12548493,Explora y juega Matadero Madrid en Familia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7fff2d5c9662910VgnVCM1000001d4a900aRCRD,,2024-10-05,,2026-06-30,,Matadero Madrid,PLAZA LEGAZPI 8,Madrid,-3.695802844205408,40.39130985242181,"DESCARGA EL PLANO EN VERSIÓN DIGITAL     Con el plano Matadero Madrid: Ciudad Cultural los visitantes pueden realizar un divertido recorrido por los 100 años de historia de este complejo arquitectónico.  A través de juegos y paseos o recorridos en bici, este recurso lúdico invita a la reflexión y el aprendizaje poniendo a prueba todos los sentidos.   Los ejemplares se encuentran disponibles de forma gratuita en el Punto de Información del Paseo de la Chopera.   Con este nuevo recurso lúdico que ofrece el centro gratuitamente, los visitantes pueden realizar de forma autónoma un divertido recorrido a través de los 100 años de historia de Matadero. Esta aventura gráfica invita a redescubrir con asombro la arquitectura y usos del recinto, a través de un cuidado trabajo de mapeo visual que reinterpreta para los más pequeños los distintos usos que se le han otorgado.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7fff2d5c9662910VgnVCM1000001d4a900aRCRD,Familias,Ocio,ayuntamiento madrid,,100 | 100,100.0,100.0,False
12754396,Five little goats,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ad0aa4735436910VgnVCM1000001d4a900aRCRD,18:00,2025-05-12,,2025-05-12,,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),CALLE BARCELO 4,Madrid,-3.699722994908341,40.426642215368176,"Vamos a leer en inglés y a divertirnos en la biblioteca. Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.    Este cuento está pensado para niñas y niños a partir de 4 años. Recuerda que los niños y niñas deberán ir acompañados por una persona adulta.  Entrada libre hasta completar aforo.   Te esperamos en la biblioteca para pasar un buen rato lleno de fantasía, de la mano de Mamen Storyteller.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ad0aa4735436910VgnVCM1000001d4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,+4,4.0,14.0,False
12755210,Grand tour,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c89dedac5936910VgnVCM2000001f4a900aRCRD,19:00,2025-05-31,,2025-05-31,,Centro Cultural Buero Vallejo (San Blas - Canillejas),CALLE BOLTAÑA 27,Madrid,-3.6129105844633775,40.44477474902185,"Director: Miguel Gomes   Recomendada para menores de 12 años.  Rangún, Birmania, 1917. Edward, funcionario del Imperio Británico, huye de su prometida Molly el día que ésta llega para casarse. Durante su viaje, sin embargo, el pánico da paso a la melancolía. Contemplando el vacío de su existencia, el cobarde Edward se pregunta qué habrá sido de Molly... Decidida a casarse y divertida por la jugada de Edward, Molly le sigue la pista a través de Asia.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c89dedac5936910VgnVCM2000001f4a900aRCRD,Familias,Ocio,ayuntamiento madrid,,12,12.0,12.0,False
12759214,Historia de Piratas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ffe826e66266910VgnVCM1000001d4a900aRCRD,18:00,2025-05-23,,2025-05-23,,Centro Sociocultural Tetuán,CALLE BRAVO MURILLO 251,Madrid,-3.700253214621304,40.45907909580629,A cargo de la compañía Fantasma Teatro. A punto de zarpar a la Isla Maldita en busca del tesoro; el Capitán se encuentra con que su tripulación ha desaparecido. ¿Tendrá que reclutar nuevos marineros que puedan afrontar los peligros de la travesía... Podrán los niños acompañarle? ¿Superaran las pruebas para poder ser parte de la tripulación? Duración: 50 minutos. Edad recomendada: a partir de 4 años,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ffe826e66266910VgnVCM1000001d4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,+4,4.0,14.0,False
12756857,Humor a la cara,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4e3d673f4756910VgnVCM2000001f4a900aRCRD,18:00,2025-05-23,,2025-05-23,,Centro Cultural la Elipa (Ciudad Lineal),CALLE SANTA FELICIDAD 39,Madrid,-3.650420140746592,40.42446957496409,"CON YAGUETE FILETE   Yaguete es el equilibrista desequilibrado.Comienza muy concentradoa poner sus malabares en movimiento,para que al público no le détiempo a pensar que el 'Filete' estan solo un 'parlanchín'. Un espectáculode circo lleno de tonterías ypayasadas para los más pequeños,y humor con ironía y sarcasmopara los más mayores.    A partir de 4 años   60 minutos",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4e3d673f4756910VgnVCM2000001f4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,+4,4.0,14.0,False
